Unnamed: 0,content,L,G,B,T,O,NR
600,siento marica dolor,0,1,0,0,0,0
601,regia_alexandra maricas neoleoneses .. así goberladron .. apandejados .. url,0,1,0,0,0,0
602,va ir si va ir url mamy maricon,0,1,0,0,0,0
603,si oswaldo sánchez nefasto verlo berrear genus náusea marica,0,1,0,0,0,0
604,jessearan gabrielasup merthgar lesbianas ser:woman_shrugging_medium-light_skin_tone:,1,0,0,0,0,0
605,florentinakane hugochappaloni mexican_fifi homosexuales lesbianas travestis transexuales etc etc caso osea antecedente ¿porqué arriesgar mujeres niñas vuelva suceder opinión `` ojo '' ley cada,1,1,0,1,0,0
606,siempre da ganas darle chirulazo mujer parece travesti siempre dice `` brinca '' loquelehacefaltaesunbuenbrinco,0,0,0,1,0,0
607,-mario puro maricon -ese puto maricon disco oro tdfw :smiling_face_with_sunglasses::sign_of_the_horns_medium-light_skin_tone: -ale:sign_of_the_horns_medium-light_skin_tone: url,0,1,0,0,0,0
608,lilveronicar my sueño hecho realidad :smiling_face_with_heart-eyes: url,0,1,0,0,1,0
609,tespondas marica,0,1,0,0,0,0
610,thalia bloqueaste instagram acaso dolió dije thalifan lencha respondeme,1,0,0,0,0,0
611,machorra sabe único payaso brozo ... broza ... ... url,1,0,0,0,0,0
612,justinbieber pinchi maricon chupas,0,1,0,0,0,0
613,entérate descubren reproducción asexual pez sierra url url,0,0,0,0,1,0
614,cancion ma marica existe `` mañanitas '' escrita rey david pasones opio jajaja felizcumpleanosjuxxi,0,1,0,0,0,0
615,demoncerda mariohdzruiz p jotos mejor vamos cine parece,0,1,0,0,1,0
616,¡no tocaron pinche maricon,0,1,0,0,0,0
617,sido gran civil war pinch gringo maricas :face_with_rolling_eyes: url,0,1,0,0,0,0
618,puto pelon mierda ligabancomermx odio mueranse verga putos chacón ustedes putos corruptos mierda odio,0,1,0,0,0,0
619,joker_hl cero van do puñal,0,1,0,0,0,0
620,parezco puto omi duelo xiaolin url,0,1,0,0,1,0
621,pinch jotos civilwar teamironman teamstark url,0,1,0,0,0,0
622,rochaperiodista oye si niño escudo infantil oficial agresividad closetera dama así quejen malos tratos propina morrillo deberia acostumbrado,0,0,0,0,1,0
623,paso url putito url,0,1,0,0,0,0
624,notasingleducks nunca olvide champion reyes europa sigue mandando fotos pito pinche joto,0,1,0,0,0,0
625,edsondelagarza visto marica mayor jajaja,0,1,0,0,0,0
626,hacer corajes vale pena mejores cosas ver tele cable viendo pendejadas gay etcc:smiling_face_with_sunglasses::thumbs_down:meenamorosi,0,1,0,0,0,0
627,adiccionrayados big mac gignac cantarle ostigar joto,0,1,0,0,0,0
628,miguelherreradt espere aceptes ayuda árbitro maricon pendejo,0,1,0,0,0,0
629,mm pinche neymarjr marica pico hormiga,0,1,0,0,0,0
630,rumores ciertos maricas chupan mejor mismas url nadiemelocontoyolovi url '',0,1,0,0,0,0
631,jaja vato hembra carrera tarde parece transexual dice mujer trae paquete,0,0,0,1,0,0
632,acabo enamorar hombre resulta lesbiana juay diosito haces to,1,0,0,1,0,0
633,trans da mucha risa enseñan si realidad mujeres quizá atreverían :face_with_tears_of_joy:,0,0,0,1,0,0
634,danieladurannb mmmm pues pasó mariquita,0,1,0,0,0,0
635,huevo jotos imer url,0,1,0,0,0,0
636,hombre voy mirarla ojos crea pongo atención mujeres ¿será marica ¿por mira tetas,0,1,0,0,0,0
637,ser tortillero hace lesbiana cco oliver_mx url,1,0,0,0,0,0
638,mismo concepto si travesti puede cambiar género entonces derecho cambiar edad url,0,0,0,1,0,0
639,policías jotos,0,1,0,0,0,0
640,bueno pongan guardia nacional cada rincón país fin maricones podrán cumplir fantasía coger militar :nail_polish_medium_skin_tone:,0,1,0,0,0,0
641,—¿alguna pregunta —profe ¿si transexual protagoniza video viral lord lady —de clase pendejo —ah ninguna,0,0,0,1,0,0
642,caminar zona rosa ver gay genial :OK_hand_medium-light_skin_tone::shooting_star:,0,1,0,0,0,0
643,sacaron muestra sangre :drop_of_blood: tarde brazo aun dolor tan pinché maricon implique agujas cuerpo da harta risa cuan joto inyeccion muestradelaboratorio sangre mty url,0,1,0,0,0,0
644,callodehacha maldito perro recibes millones mal ... bueno dinero va pueblo maricones,0,1,0,0,0,0
645,universo alterno alxngxrcix chairo dobbyloca volvió puñal,0,1,0,0,0,0
646,van extremoooooo hombre crop top piiiiinches maricas,0,1,0,0,0,0
647,kmbappe neymarjr nel mbappe chingue madre putito :pile_of_poo: neymar aigrecitojuerte cae pinque mariquita miércoles alv,0,1,0,0,0,0
648,mundolgbttti lgbt sexybootyshd diosaslesbianas pueden morir conveniente gay_of_europa url,1,1,0,0,0,0
649,takermetal solo digo comencé día así día chingon v puto cualquier cosa gusta andar alegando xd,0,1,0,0,0,0
650,alantheprince n_eslaquit usted joto xdd,0,1,0,0,0,0
651,dile amigo k vayan ala verga parte huevos decírmelo cara putos mierda,0,1,0,0,0,0
652,ovalf_ suena marica v,0,1,0,0,0,0
653,charlsjav pinch jotos,0,1,0,0,0,0
654,maluma jotito bebé quién dijo canta acústico,0,1,0,0,0,0
655,lopezdoriga maldito maricon vergüenza naturaleza humana,0,1,0,0,0,0
656,hijo tendencia homosexual ¿qué hago url ●padres amp hermanos paulinos● url,0,1,0,0,0,0
657,quiero escribir scifi grupo marketeros descubre cómo hacer promoción subliminal súper buena par -y internet- hacen buen targeting así chingo niños “ programan ” niñas viceversa años después puom gente trans,0,0,0,1,0,0
658,rubikbrain case puto url,0,1,0,0,0,0
659,si f perro callejero gay mata primero perro deber primero despues diversion exterminenperrosdelacalle,0,1,0,0,0,0
660,llega jotito taqueria dice señor taquero meda taco chile nooo mejor taco favor jojojojo :face_savoring_food:,0,1,0,0,0,0
661,relajense mariquitas jotos putas wan na be machorras tema hace chingo hahahaa,1,1,0,0,0,0
662,cfcorrecaminos estadiomrg pinch maricones,0,1,0,0,0,0
663,méxico país chingón aquel aguanta tiempo pisteando pinche intelectual maricones,0,1,0,0,0,0
664,puros putos ahí lloran señoritas hombre puros puñales url,0,1,0,0,0,0
665,ivanecia_ volvió transgénico transgenero ahora tuitea arroba lizmenita,0,0,0,1,0,0
666,entiendan féminas bonito putos,0,1,0,0,0,0
667,contrapesoc ricardoalemanmx ojo puta marikita,0,1,0,0,0,0
668,your score try again i think you can do it well url reto pinch puñales samuelpi_ markcups santa_nero saque tramposos contesten sacaron primera,0,1,0,0,0,0
669,wulfrano pute compañurl,0,0,0,0,1,0
670,enea_salgado velascom_ veeeerga cree idiota maricon hizo bueno chiapas digo además amlo millones idiotas,0,1,0,0,0,0
671,teammovazul ah primero mame mame `` romper `` `` excelente trabajo directiva `` coman caca igual ches putitos villamelones :face_with_rolling_eyes:,0,1,0,0,0,0
672,fernandeznorona ahí si dijo mariquita dijo vestida jajajajja jajajaja nena quenenaeresnoroña,0,1,0,1,0,0
673,si va directo grano ofenden si conversación normal url parece forma responder travesti loca :thinking_face: url,0,0,0,1,0,0
674,sirena_rock cita marica adolorido `` obra maestra '' jajajaja sh,0,1,0,0,0,0
675,maigo igual suena puñal quiero chingo gracias amistad fin curl :backhand_index_pointing_right_light_skin_tone::backhand_index_pointing_right_light_skin_tone::backhand_index_pointing_right_light_skin_tone::backhand_index_pointing_right_light_skin_tone:,0,1,0,0,0,0
676,siempre cariñitos parecido maricones ahora hablo contigo diminutivo nombres url,0,1,0,0,0,0
677,si quieren tome opinión cuenta procuren ser unas locas andan enseñando nalgas redes sociales ¿ven gente nadie respeta comunidad lgbt comportan unas prostitutas sacadas sodoma gomorra,1,1,1,1,1,0
678,michohansen odin_dupeyron `` gay `` lago cisnes '' tchaikovski ¿no hetero ahí '' :face_with_monocle:,0,1,0,0,0,0
679,si festejar gol provocar ponte faldita maricon fueraaxeldeluni idea escribe url,0,1,0,0,0,0
680,gay u homosexual muchos/varios hermanos próxima vez pregunten puedes decir causa hermanos :speak-no-evil_monkey: url,0,1,0,0,0,0
681,`` marica debió haber dicho url bueno da oportunidad jaja '' —onofre diciéndome verdades,0,1,0,0,0,0
682,cristiano medio gay pregunta jajaja si cabello largo viene moda dale micky,0,1,0,0,0,0
683,asco drag mexicano,0,0,0,1,1,0
684,“ imcarlitoo traten ocultar gusta metan pene cola serprincesoes puro afeminado ”,0,1,0,0,0,0
685,teffyantonelita cada alguien discrimine lencha piensa igual discriminas toda mujeres trans veas `` ok '' toma trh,1,0,0,1,0,0
686,obra contrataré albañiles negras lesbianas equidaddegenero incluyente :OK_hand_medium-dark_skin_tone:,1,0,0,0,0,0
687,edgaromarel soydonparty xoloelvis claudiashein lopezobrador_ aparte joto delirio persecución si secuestrar van comiendo camionetas taxi acompañado niña chairo estupido,0,1,0,0,0,0
688,manzanodante gilelihu mariconcito rayado dice presidente apaleen chales seguro sale antros gay después simular heterosexualidad bronca lgbtti comunidad respetable china neblina nota maricón cobarde alienado,0,1,0,0,0,0
689,hoy dije maestro matara cucaracha quiso así simple hizo loco señores mato marica,0,1,0,0,0,0
690,villanuevac lencha jajajaja,1,0,0,0,0,0
691,hdemauleon pgr_aic opesmx alertasurbanas jmrivapalacio anafvega arnemx vigilantehuaste carlostorresf_ carloszup ¡qué puto rateritos asaltan transporte público mientras arma víctima sienten macho,0,1,0,0,0,0
692,adriannagarco marica hahaha mejor riiifate final,0,1,0,0,0,0
693,hebbws seh lista súper larga solo entretenimiento topas gente gay toda esquinas escudan closet,0,1,0,0,0,0
694,cherry_lune espero dejes contestar imagen maricón entrenes,0,1,0,0,0,0
695,amigo jotos novio quieren matar mirada,0,1,0,0,0,0
696,`` jbdzul bbakiut gerarddelrivero oye pitayo seras joto :beaming_face_with_smiling_eyes: '' //si quieres demuestro joto,0,1,0,0,0,0
697,marthaazapata obesa machorrita,1,0,0,0,0,0
698,¡¡chingó madre puta moral,0,0,0,0,1,0
699,soy_vsantillan chille jota,0,1,0,0,0,0
700,lado bus zona hotelera cancún viene sentada lesbiana realmente parece hombre aspecto sino desagradable olor sudor perro asco tantita higiene,1,0,0,0,0,0
701,‎-hijo ¿de dónde vienes tan sudado -estaba jugando fútbol papá -¡¿crees pendejo ¡estabas clase zumba pinche maricón,0,1,0,0,0,0
702,scjn queeee puede ser sorprende después homosexuales siguen cosas peores.al rato va ser legal pederastas:face_screaming_in_fear:,0,1,0,0,0,0
703,jezzzini déjame adivinar seguro gay inseguro gustan cosas tendencia gusta llamar atención cree famoso equivoco,0,1,0,0,0,0
704,abraham_mel da maricon,0,1,0,0,0,0
705,drpetacas parece drag queen chula drag fin pobres paisanos :unamused_face:,0,0,0,1,1,0
706,además homosexual importa hecho amlovers condona cualquier defecto,0,1,0,0,0,0
707,“ sandytok_tv gym hra crossfit junta dios cansadisima vdd inche beyafaby mariquita jaja nenita ” gay,0,1,0,0,0,0
708,ayeljuann jajajajaja puto descarado borracho maña influencia :face_with_tears_of_joy: nuevo escribí mal ggggg,0,1,0,0,1,0
709,soltero maduro joto seguro -mi tía paz,0,1,0,0,0,0
710,bta_demian hombre maricón,0,1,0,0,0,0
711,maestrodoria nombre suena transexual jajaja,0,0,0,1,0,0
712,feo ver madres gay reforma,0,1,0,0,0,0
713,epn rusia va ver infiltración homosexual mujer mujer violaran monjas enseñando niños jóvenes tomar armas,1,0,0,0,0,0
714,kittie parecian lesbianas mystica girl bien femeninas,1,0,0,0,0,0
715,-¿me da tecate light -¿no quiere tacones pinche marica,0,1,0,0,0,0
716,regresa acento colombiano maricas mal paridos,0,1,0,0,0,0
717,primeros dicen joto maman vagina url mamo lt -el poeta conocido van,0,1,0,0,0,0
718,maxi_hp frankymostro manches transformer,0,0,0,1,0,0
719,lia thomas matriculada universidad pensylvania dominado natación femenil universitaria unidos hacía hace años competía hombre ¿esta situación favor mujer url,0,0,0,1,0,0
720,jueguen pinch jotos ser campeón ganar,0,1,0,0,0,0
721,dbacks estan llorar debería dar vergüenza barridos national si ganas jugar dedíquense cosa juegan unas mariquitas :face_with_symbols_on_mouth::rat::face_vomiting:,0,1,0,0,0,0
722,patstapia utooooooo matarile maricon,0,1,0,0,0,0
723,cabron nombre raro diciendo ser camarada haciendo pendejadas actual galan ex mutua puto rífate solo puñal conozco :enraged_face:,0,1,0,0,0,0
724,papadebruno cómo gabriel joto impresionanti ...,0,1,0,0,0,0
725,p.d puto lea url,0,1,0,0,0,0
726,maricelaarnaiz _bisou_caramel_ puñal,0,1,0,0,0,0
727,chinga madre puto,0,1,0,0,0,0
728,¿desde cuándo jugadores fut volvieron tan homosexuales url,0,1,0,0,0,0
729,lupillesco milenio sólo quiere llamar atención joto,0,1,0,0,0,0
730,oficialfrenaaa vez sumar dividen país pendejo líder esquizofrénico puto k anda pinch guaruras día vea parto madre cabrón búscame solito puto,0,1,0,0,0,0
731,creí anahí sólo resultó ser trans url,0,0,0,1,0,0
732,normareyessolis do jotazos ojalá homosexuales maricas poder closet secreto vox,0,1,0,0,0,0
733,stevenneira triste retórica persona homosexuales victimizándose bien dice steven especie negado nunca algún derecho quieren adjudicar pseudoderechos bien común,0,1,0,0,0,0
734,vez bien joto siempre jajajaja,0,1,0,0,0,0
735,jajajaja maricón wey vive tirándole tigres va querétaro :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: url,0,1,0,0,0,0
736,bakslive osnoca donporfifirio ay si ¿cómo ven che llorón bolonero jamás ando pidiendo chichi maricón,0,1,0,0,0,0
737,escuchará medio joto verdad re bien bonito,0,1,0,0,0,0
738,kali_ta renuncie estupido presidente antiporfirista renuncien senado republica permitir maricas lesbianas transexuales respetados deben ser fusilados,1,1,0,1,0,0
739,jaja che maricón ntpsdv url,0,1,0,0,0,0
740,posible gay sepa canciones gloriatrevi :face_with_rolling_eyes:,0,1,0,0,0,0
741,ricardobsalinas gilberto lozano clásico puto reprimido atienden pone neuras andropausia tan viejo joto chillón jajaja,0,1,0,0,0,0
742,javier torre si siquiera sabe si hombre experto mentiras edición noticias deberían vetarlo mundo homosexuales mariquita calzones url,0,1,0,0,0,0
743,aquí puto escuchando si chico,0,1,0,0,0,0
744,—profe ¿qué homofobia —cállese maricón —oiga profe respete compañero —uy llegó novio defenderlo beso beso beso,0,1,0,0,0,0
745,mujer parece travesti solo opina despedaza demás dedica menospreciar prójimo tóxica nefasta quealguienselalleveaviviratubalú,0,0,0,1,0,0
746,cardonamex insultos informar mal informar desprestigiar andan pregonando carecen lleva aguanta anda cobarde chillón cómo marica ropero viejo sácale punta hipócrita ..,0,1,0,0,0,0
747,espero aguante menos dia salga suplanta primo amigo jotito alzarraki loretito url amen brozo jorge ramos ciro url ver si levantan audiencia rifas url url,0,1,0,0,0,0
748,prispalomares ¿ha intentado apagar luego volver encender lesbiana url,1,0,0,0,0,0
749,parece joto jajajajaja,0,1,0,0,0,0
750,veces chingesumadreelamerica eh dicho putos maricones,0,1,0,0,0,0
751,famosas `` lesbianas '' llegan ser homosexuales siempre querrán tener url just saying ¯\_ ツ _/¯,1,0,0,0,0,0
752,callodehacha berthisbonita hace puñal,0,1,0,0,0,0
753,oye cristhianfabre seras drag queen closet espregunta seserio aunque loquesevenosepregunta,0,0,0,0,1,0
754,vamos dinamarca empieza marica ser caras hace gol jajajajajajajajaja carajo portuguese,0,1,0,0,0,0
755,hombre `` eh we bien marihuano verdad cabron vez bien pinche lil pump '' mujeres `` vez super lindo niño bueno '' mujeres `` vi güerito ojo color dije 'ha ser bien pinche puto `` siempre siempre,0,1,0,0,0,0
756,marica lloró igual peor farca eliminó año pasado vozmadridista url,0,1,0,0,0,0
757,ser joto,0,1,0,0,0,0
758,demasiados homosexuales hoy dia,1,1,0,0,0,0
759,cabron_bisexual vamos jugar anota feliz sábado llenará vacío url url,0,0,0,0,1,0
760,glee britney spear mdna fondo musical homosexuales jaja at walmartmexico url,0,1,0,0,0,0
761,van trabajar oficina cangurera aparte verse maricones van hacer ejercicio mamen pinch nacos,0,1,0,0,0,0
762,hey joto aquí afuera privada,0,1,0,0,0,0
763,pinche maricon,0,1,0,0,0,0
764,maricon puliidooo url,0,1,0,0,0,0
765,pues si visto cantantes reggetoneros putos url,0,1,0,0,0,0
766,jrisco priista llora agarran partidos parecen mariquitas dicen perseguidos politico niegan corruptelas,0,1,0,0,0,0
767,joto verdad,0,1,0,0,0,0
768,callate joto,0,1,0,0,0,0
769,sigfridoma dan_sfn f dejas ser gordito sentimental línea ofensiva jajaja gay,0,1,0,0,0,0
770,dicen lesbiana callada veria mejor nadie pidio perra opinion hablar lave hocico agua bendita señora verónica castro gran dama gran mujer decir dije url,1,0,0,0,0,0
771,vato marica metiendose url lordcafe ver si raza saca url,0,1,0,0,0,0
772,maricas ustedes redactan spoiler comparten si da mucha risa ahora quieren llorar spoiler star war,0,1,0,0,0,0
773,puto disco :oncoming_fist: url,0,1,0,0,0,0
774,menfisgamer niño marica ven chupame pito si sabes dentistas v yolotrolls cabrones cierran canal puto,0,1,0,0,0,0
775,joseimagallanes joto magallanes :speaking_head::speaking_head:,0,1,0,0,0,0
776,pinche joto chismoso,0,1,0,0,0,0
777,puto lea v,0,1,0,0,0,0
778,buenos triunfadores clásicos excelente inicio semana ustedes menos quejan ddhh maricas lylurl,0,1,0,0,0,0
779,carwega jajaja mayate papi dile presidentito jajaja marina parecen mayates bueno,0,1,0,0,0,0
780,comsatori transexual marcelaluqu ayer llevando gacho aguantó carrilla bloqueó ... panazis piel delgada,0,0,0,1,0,0
781,urge decirle mujer trans hombre próstata url,0,0,0,1,0,0
782,oye vahoooz ayudame hacerle llegar joto url,0,1,0,0,0,0
783,odiomistweets ven joto,0,1,0,0,0,0
784,típico contestas dm dejan seguirte mariquita :raised_fist:,0,1,0,0,0,0
785,respondiendo pregunta solo deja sacarte ceja hacer duckface pinche marica mierda url,0,1,0,0,0,0
786,haciendo machorrita,1,0,0,0,0,0
787,ser valiente ponga foto maricon foto marcetys aunque tapada pongo ud :ant: url,0,1,0,0,0,0
788,lalo_looney p harto chisme lechugona sacó cobre q pura mamada d q chida,1,0,0,0,0,0
789,acabaron prostitutas maricones televisa sacar mamada vez bigbrother,0,1,0,0,0,0
790,paconunezz -dijo joto,0,1,0,0,0,0
791,moruzhalee sabes hora sale marica xd finjas tambien dice cosas lindas weca x,0,1,0,0,0,0
792,época hitler decía `` gay '' `` joto '' campo concentración undiaparticular edithgonzalezmx dgomezcasanova url,0,1,0,0,0,0
793,eneberreache carlosmaguey po marica,0,1,0,0,0,0
794,comprar ropa mujer aunque parezca hombre hace gay serios,0,1,0,0,0,0
795,primero agarro idiotizó jotos ahora va feministas hija puta delincuente saber llegar mercado url,0,1,0,0,0,0
796,jportti laurabozzo jaja maricon,0,1,0,0,0,0
797,cualquier puñetas crítica pendejo hora responder url pinch jotos,0,1,0,0,0,0
798,montado pitó drag url,0,0,0,1,0,0
799,nachorgz chumeltorres luisitocomunica puñales pintan uñas decir miedo verdaderos informadores,0,1,0,0,0,0
800,justin porqueeeee hiciste gay tambien,0,1,0,0,0,0
801,-mamá playera gansos rosa -es pediste dije gun and rose gun and rose -ponte playera jotito -ay,0,1,0,0,0,0
802,nass_nass_nass depende si piensas hombre falda igual travesti cualquier mujer pantalones sobran hombre ponga falda tacones ir trabajar mujer pantalones puede ser causal despido si mucha gente ok travestis,0,0,0,1,1,0
803,peperuiloba ¿por dice van chápala comen lonches gemma gay closeteros,0,1,0,0,0,0
804,llore joto jaja,0,1,0,0,0,0
805,l_hirieo feministas tradicionales `` imagen mujer cosificada hombre '' ... mujeres trans `` quiero ser re sexy cirugías mil '',0,0,0,1,0,0
806,lunaazulada_ jotitos. prefieren banderillas.:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0,1,0,0,0,0
807,oopsso_zorry si va ser tiiiipico cobarde comenta da opción relply pa order tiempo jotito saliste evidentemente refiero sexualidad,0,1,0,0,0,0
808,algún jugador puto maricon gago matidigia,0,1,0,0,0,0
809,gay voz méxico ser jarocho aquí pega gripa gay mayate claro habemos excepciones :person_tipping_hand::person_tipping_hand:,0,1,0,0,0,0
810,enamoré url :musical_notes::red_heart:,0,0,0,0,1,0
811,entiende sarcasmo toca marica,0,1,0,0,0,0
812,mejor duermo vaya ser incentive instinto suicida/darks/marica,0,1,0,0,0,0
813,caranddriver hennessey_perf marica,0,1,0,0,0,0
814,vamos pecho frío alcanzan palabras grandeza presumes hinchada rayados vergüenza nacional maricones,0,1,0,0,0,0
815,felicidades jotos si bien madres cargado chavitos :face_blowing_a_kiss:,0,1,0,0,0,0
816,prefiero temeroso machuchon gañán cuello blanco travesti ofender url url,0,0,0,1,1,0
817,elmorfeus luego salen jotos travestís chamacos,0,1,0,1,0,0
818,ultra cagan comadres chavo gay amiga gorda vienen gym hacerse pendejas nadamas ocupan aparatos pesas estúpido nisiquiera hacen bien ejercicio pasan hable hable ponen solitos ejercicios hdsptm,0,1,0,0,0,0
819,reformacom maricon mierda epn,0,1,0,0,0,0
820,papaya_rockera puñal papayita,0,1,0,0,0,0
821,migangelgarzam así joto,0,1,0,0,0,0
822,albertoocervera jjajajaja homosexual,0,1,0,0,0,0
823,ugesaurus ¡claro hacen mujeres trans ganar olimpiadas,0,0,0,1,0,0
824,malditos changos panameños hijos puta andan maricones,0,1,0,0,0,0
825,gay_bulge hermosa,0,0,0,0,1,0
826,ayrton_victorio huevo puto :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0,1,0,0,0,0
827,cc peleaban rugal ponían roberto carlos delantero así putito chamaco,0,1,0,0,0,0
828,saquen marica salga qotsa,0,1,0,0,0,0
829,malignabambola nonpues ciego chica sexi habiente can .pues plano gay pasa mal,0,1,0,0,0,0
830,psst solo quiero spoilerear platica organizando idea shaflores ciencia trans url,0,0,0,0,1,0
831,noche sushi ma gay,0,1,0,0,0,0
832,criszis thenifel marcelamerino frenteorgullomx adrianodanz coalicionlgbtti noticiaslgbt tagletaigaro luisperelmanmx jrisco johnmackerman cirogomezl movilh jenarovillamil si hueva da misma jota puto pasiva ¿para diferenciar oso activa twink pinch categorías innecesarias maricones afeminados mismo “ gay ”,0,1,0,0,0,0
833,edaliqilinda tampoco hombre nadie kita así mujeres hacen url cabron url cierto url hombre x pendejos k url pendejo k joto,0,1,0,0,0,0
834,menos pa jotos amigo,0,1,0,0,0,0
835,edgar_puente_ va ir comer sancadillanorte jajajaja che joto,0,1,0,0,0,0
836,chaloleite ahora pinchi joto gracias,0,1,0,0,0,0
837,bien maricas duermen temprano :pensive_face:,0,1,0,0,0,0
838,machin ah machin marica nena ma bien putin machin ah machin marica nena ma bien putin machin ah machin marica nena ma bien putin machin ah machin url,0,1,0,0,0,0
839,ser jotita discreta si puedes ser hetero-moderna,0,1,0,0,0,0
840,lalourbanom van ensartar diario mario doblado puñal,0,1,0,0,0,0
841,caderas_blancas ferleon_mx callodehacha lopezobrador_ mira nomás hombre trans escroto digo aprovechando comentario,0,0,0,1,0,0
842,mediotiempo garciaposti maricon ver demas pinche piojito,0,1,0,0,0,0
843,conforman ser jotas ser feas encima hablar niñas ¡ver-ga,0,1,0,0,0,0
844,¿descansaron joto asqueroso alex kaffie luciamendezp programa_hoy :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0,1,0,0,0,0
845,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands: pinche joto,0,1,0,0,0,0
846,acelerinodj bloody mary pide cerveza tremendo marica considero,0,1,0,0,0,0
847,tres chivas maricones creyeron imagen pulido iba emputar,0,1,0,0,0,0
848,luis_acashore jajaja cállate menos indicado hablar veo maricon encanta pelar viejas,0,1,0,0,0,0
849,carlosloret par maricones,0,1,0,0,0,0
850,xevtfm si puro joto andaba chupando caña,0,1,0,0,0,0
851,sergiolzslp merry_barrales ahi va joto ponerte arete pulseras digo si noma buscas oportunidad jajaja,0,1,0,0,0,0
852,breve pinch americanistas maricas,0,1,0,0,0,0
853,ay horror joto invitado papa atorada boca iughh url,0,1,0,0,0,0
854,alvaromaysse álvaro bot ctpm puñal inventado,0,1,0,0,0,0
855,sabes hombre gay pone playlist rocío dúrcal,0,1,0,0,0,0
856,si si ahora bien putos url,0,1,0,0,0,0
857,fer_gay entradas defensa américa empiece quedar pelón,0,0,0,0,1,0
858,solo paso decir países vivieron viven bajo fuerte influencia socialista “ izquierda ” así viene joto decir “ derecha ” quita derechos reír inevitable url,0,1,0,0,0,0
859,solophombres cexychics bootyandmuscles alonesantanagar toganuncio bootyisyummy tranquilman lee_ecclestone oldenchild datassntittiez datazzphataf booty_cartel xculonas gymbooty netocardona assplosive bumblebee_zd mmamaceandoo quehembritas brutuslwallie rafaelmedinag rudorivera :thumbs_up: asi noma caballero niñas bien medio pervertidos pedofilos raritos vengan ma culos viejas buenisimas importa colos tamaño preferencias politicas religiosas futbolisticas,0,0,0,0,1,0
860,mándalo joto,0,1,0,0,0,0
861,¿tus papás saben juegas bisexual internet,0,0,1,0,0,0
862,shinuhegarcia halconnegrojr ronogueron televisa ridula pinche india fea jota ladina url,0,1,0,0,0,0
863,elchiringuitotv teatreo payaso marica piscinero mierda,0,1,0,0,0,0
864,aiex_doe pinchebigjuan tigresoficial thehomedepotmx dulcegmontoya jajaja joto,0,1,0,0,0,0
865,directo periscope puto diga buenos días url,0,1,0,0,0,0
866,_lasnoticiasmty katerin cavazos jotoprieto puede decir pendejo viene veces monterrey engrandecido jotos pendejos url,0,1,0,0,0,0
867,:Spain:soy homosexual :United_States: i ’ m gay :Italy: sono omosessuale :France: je suis gay :Germany: ich bin homosexuell :Saudi_Arabia: أنا مثلي :Mexico: vamos vamos américa noche url,0,1,0,0,0,0
868,pepemontalvo cometa_ puñal,0,1,0,0,0,0
869,elpadrejesus_ entiendo x si dios hizo hombre mujer ahora dan tanta publicidad lod gay mal ejemplo ninos hace degeneracion nace asi acepta ahora triste,0,1,0,0,0,0
870,pepe joto:raised_fist:,0,1,0,0,0,0
871,—papá ¿a hijo quieres —son hijos do quiero igual —pero tres —sí maricón cuenta,0,1,0,0,0,0
872,amigo dejan peda amigo f chinguen madre pinch putos,0,1,0,0,0,0
873,ricardo_jaar mariconcito emilio atacó alevosía ventaja buen joto,0,1,0,0,0,0
874,repente encuentro fotos exnovios luciendo súper afeminados quiero alguien diga url favor,0,1,0,0,0,0
875,mariquita mariquita radio siempre iioras,0,1,0,0,0,0
876,envidia maricón,0,1,0,0,0,0
877,alexduartte ta bueno joto despues veo,0,1,0,0,0,0
878,silver_rwolf hagas caso gay reprimidos amistad mientras sepa ke mayor edad basta pruebas además nadie pidió ke viera fotos mejor ke ponga trabajar viejo senil solo roba oxígeno demás :face_with_tears_of_joy:,0,1,0,0,0,0
879,foro_tv si priistas devuelven robaron empezando rata mayor epn joto mancera,0,1,0,0,0,0
880,lord_inario puñal,0,1,0,0,0,0
881,dicaprio va ganar puto hizo jarocha rumboaloscar,0,1,0,0,0,0
882,vuelto marica películas amor odio,0,1,0,0,0,0
883,jajajajaja voy enterando alcoholica closetera acaba decir “ borracho ” tiraba onda ejecutivos imagentvmex :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: anda ardida mujer,1,0,0,0,0,0
884,amiguitos huevos decirles ponerle alto amiguitas nalgas prontas.para después andén maricones llorando,0,1,0,0,0,0
885,luzkabrona sabía lesbiana aunque tipo machete sorprende encueres:face_with_medical_mask::face_with_medical_mask:,1,0,0,0,0,0
886,cruzhdz_sergio felipecalderon mexlibre_ chinga madre puto marica foto ofendas mínimo da cara pocos huevos,0,1,0,0,0,0
887,_migueljasso t metiste joto,0,1,0,0,0,0
888,haciéndosela pedo jotos useless,0,1,0,0,0,0
