,content,L,G,B,T,O,NR
466,#vucetichmeteme Todos los de Veracruz son jotos! Jajajajaja,0,1,0,0,0,0
467,No se la cogió porque tenía 19 maldito marica!,0,1,0,0,0,0
468,@Betitodiaz1 y sí es travesti? Jajajajaja broma,0,0,0,1,0,0
469,Mecos. Maricas y nacos. Peor combinación del mundo,0,1,0,0,0,0
470,"#MePongoBorrachoPor puro gusto, nada por depresion eso es para maricas! xD",0,1,0,0,0,0
471,Un joto mas feo que otro,0,1,0,0,0,0
472,"Hasta eso los hombres gays como que son mas estéticos y refinados, las lesbianas machines no url ya, saludos a la comunidad LGBT.",1,1,0,0,0,0
473,"Yo solo vine a gritarle ""Puto"" al portero del León, como la damita que url 😌🤘🏼",0,1,0,0,0,0
474,@el_viejopaulin0 Chinga tu madre viejo maricon,0,1,0,0,1,0
475,@PopperDelRey @Ketchuy lástima que los maricas estos ya borraron sus comentarios. Han de estar arrepentidos o asustados,0,1,0,0,0,0
476,@Juan_MHM No seas joto,0,1,0,0,0,0
477,@OlegAraveug Así de homosexual despiertas??? Hahaha,0,1,0,0,0,0
478,El transexual @belindapop me bloqueo en Instagram 😵 url,0,0,0,1,0,0
479,@hersanmx @GAINFANTE @nolocuentestv así es de Maricon!! No tiene palabra!! Jajaja #Patetico,0,1,0,0,0,0
480,"@ExatlonMx @Antonio_Rosique Por mariquita, un capitán y campeón mundial, no se comporta así, Puyol le podría enseñar modales",0,1,0,0,0,0
481,"@carlosjuarez22 @TMFCoficial @ClubSantos Para mi que @deciodemaria y @Irarragorri son mayates por eso a todo le dice que si, me causan asco",0,1,0,0,0,0
482,Y hombres trans al baño de mujeres. url,0,0,0,1,0,0
483,"¿ Crees correcto que no podamos utilizar la palabra maricón porque nos sancionan?
La RAE la avala url",0,1,0,0,0,0
484,@gaboo_o  e joto invitate a ver el juego el sabado jijiujiuj,0,1,0,0,0,0
485,"@McLovinZDU No sea joto, veníamos ahorrando gasolina",0,1,0,0,0,0
486,@edgargm94 jajaja que gay,0,1,0,0,0,0
487,@HmGerardo pinche puñal aparte de joto teladas de bien vergas hediondo primero paga el carro q rentas pendejo,0,1,0,0,0,0
488,"@T_Jurado1 Pinche joto, por eso el próximo fin no salgo",0,1,0,0,0,0
489,@Vrds05 @jorgenavarro94 @sergiomj18 Trío de jotos,0,1,0,0,0,0
490,@FresaTigre @lunancys12 @blanks_rayada Te vez más joto sin barba,0,1,0,0,0,0
491,Goooooooool gooooool!!!! Rayado maricon!!!!,0,1,0,0,0,0
492,Maricon! Jajajaja url,0,1,0,0,0,0
493,"Es de homosexuales, mostrar una foto de la mano arañada por un gato, como si se fueran a morir.",0,1,0,0,0,0
494,Que maricas se ven los Corazones en cada #Tweet !,0,1,0,0,0,0
495,"Un slam como en el rocodromo, culos toodos, miedosos, maricas.",0,1,0,0,0,0
496,"url

#eitLife Me gustaría  que no existirán los gays; diputada de Morena url",0,1,0,0,0,0
497,"Me considero open mind, pero tengo mis límites, conocí a un tipo que dice ser no binario/queer, usa bigote y barba, usa tacones , botas de prosti, ropa de niñas, en verdad raya en lo ridículo, me causa intriga qué pasará por la mente de esas personas. 🤔",0,0,0,0,1,0
498,"@torosytoritos54 @GuillermoLuja16 @labarquerag70 @05Cesgar @molotovmx @AlfredoJalifeR_ @orazioaguirre @EPalmaM1 @julioperezBPC @Navegaciones @aguirrevictorh @vindicta69 @angelica9091 @JoseAMeadeK @LVidegaray @EPN Es gay, yo respeto pero que no ande de ofrecido.",0,1,0,0,0,0
499,“@stevenulloa1: @piko_glez  o para mayates jajaja :) como tu comprenderas jaja” jaja como tulipán jajaja,0,1,0,0,0,0
500,@victormonroy1 P.D. Activa la cuenta de puto grupito pinché maricon cobarde,0,1,0,0,0,0
501,"@eggman1979 Te iba a decir algo de tú mamá pero mejor te digo que Jiménez es puñal, Cuahumello es analfabeto, Lainez es un inflado que no sirve para nada y Ochoa es una mamada de portero, creo que te ofende más (y sigue sin ser el 1% 😂😂)",0,1,0,0,0,0
502,@mvegab17 @iloveRamgsi Que marica.,0,1,0,0,0,0
503,@JoselooRdz Un joto malvibroso que se la pasa viendo mi Twitter 😂🤣.,0,1,0,0,0,0
504,"@ElizaSonrisas @ballartaexiste KHA?

Ahora que. No vayas a decir que eres trans o algo así.",0,0,0,1,0,0
505,"A niños transgénero""no se les deja entrar a la escuela""
url  @GobiernoDF @amievajoserra @vidallerenas @Jacquie_LHoist",0,0,0,1,1,0
506,@Tadeo0R no no !!! Esq la marica de @Eolarra  salió con sus cosas a la mera hora y ya no pude hacerte invitación ! #tQhija,0,1,0,0,0,0
507,"—Esto es un asalto, deme su dinero y nadie saldrá herido.
—¿Me van a violar?
—No, señora.
—¿Porqué no, son jotos o que?""",0,1,0,0,0,0
508,#MARICA en otras palabras url,0,1,0,0,0,0
509,"[[ QUEREMOS GOLPEAR A LA GENTE GAY, QUEREMOS NEGARLES ACCESO A EDUCACIÓN, QUEREMOS QUE CREZCAN SIN FAMILIAS. ]] url",0,1,0,0,0,0
510,Weeee tipo cuando llega el joto que le pegaste en semanas pasadas y se sienta a lado de tu mesa!!! url,0,1,0,0,0,0
511,Poropompom el que no salte es un chemo maricon,0,1,0,0,0,0
512,Un joto que no sepa jugar mario kart es como un hetero que no sabe jugar fifa. Shame on you.,0,1,0,0,0,0
513,Arrobalo @ viejo joto.,0,1,0,0,0,0
514,@EverZapata3 Dímelo en la cara joto,0,1,0,0,0,0
515,Ya tiene cara  el maricon cobarde pocos huevos @AccionNacional  UAEM url,0,1,0,0,0,0
516,"@DanielTorruco Jaja osea, solo piensas en mi equipo, cero que ver tu comentario de naco, gato ardido y puto.",0,1,0,0,0,0
517,@hdzcontreras no sea joto capi,0,1,0,0,0,0
518,La jota gritó como si se la estuvieran dejando ir hasta el fondo y sin lubricante. #MasterChefMx,0,1,0,0,0,0
519,@fernandeznorona Por mi arráncatela viejo joto,0,1,0,0,0,0
520,Acabé una temporada de RuPaul's Drag Race en 2 días. No regrets.,0,0,0,0,1,0
521,@marca Así son de maricas los del @realmadrid  😂😂😂,0,1,0,0,0,0
522,"@BachesDeMexico @diazpol @AlfredoLecona @FelipeCalderon ¿SON MARICAS? SI, ¿SON PAREJA? SI RT",0,1,0,0,0,0
523,"Transitan echándote las luces largas segun tienen prisa,te rebasan a lo menso y adelante los alcanzas en el semáforo, tan mas #mariquitas",0,1,0,0,0,0
524,Te dijeee!!! Borrado por fín y tambien de la selección con su lesión de marica tambien borrado @Fer_capital  url,0,1,0,0,0,0
525,"@nullkir Nononono, la ley trans código penal 2017 dice que te los quedas.. pero en forma de aretes",0,0,0,1,1,0
526,@el_viejopaulino  @DiegoMortera @Jvillarrealn  jajajajajajajaja salió llorando el joto cabron jajjj,0,1,0,0,0,0
527,@mely_dgr fue un sábado ps creo q si tenía pelo wero jajaja le habla al jotito q vive por tu casa ya sabes quien ?,0,1,0,0,0,0
528,@puig_ricardo Es un meme. Maricon,0,1,0,0,0,0
529,Buenos dias Js Closeteras y Obvias ya es Diciembre deseo de corazón que se vayan a la berga este dia y mes 🖕🏻,0,1,0,0,0,0
530,@laloespana Mariquita sin calzones!,0,1,0,0,0,0
531,@_ItzelArizpe pero pues esta bien. No? Aclaro que lesbiana de las bonitas. De las que salen en las porno y así. No de las de Tacubaya,1,0,0,0,0,0
532,"Hoy salieron los azules de su url
¡Salieron de su escondite mariquitas!
 #JuegoColosal url",0,1,0,0,0,0
533,"Chale ya me estaré haciendo maricon. Están las rolas de paulina rubio en el trabajo y las estoy cantando ya solo me falta bailarlas.
EN fin #yonosoyesamujer @PaulinaRubio",0,1,0,0,0,0
534,"Puto no es el que llora viendo Titanic, puto es el que cuando se enojaba se llevaba su balón.",0,1,0,0,0,0
535,"SubeteAMiMoto 
No porque soy jotó
Y me puedo caeeeer
#Remixfist url",0,1,0,0,1,0
536,Me pregunto donde estara la mariquita esta,0,1,0,0,0,0
537,Uuuuyyy me encontré esta joya de cómo es de marica el IMBÉCIL de @fernandeznorona con todo respeto a la comunidad 🤗 pinche perro yo también me lo quiero topar al mendigo huevón vividor este url,0,1,0,0,0,0
538,@Cruz_Azul_FC ¡cómo me caga que siempre que hay ventaja se convierten en unos putos maricones y ahí es donde nos friegan carajo!,0,1,0,0,0,0
539,Por puñal @Canelo. url,0,1,0,0,0,0
540,"Existen varios tipos de homosexuales:
- Los que gustan de su mismo sexo
- Los que fuman mentolado
- Los que no le dan retwittear 
Jajaja😉😉",0,1,0,0,0,0
541,"Mi Compa es bien marica, pero está curado el vato. 😂😂",0,1,0,0,0,0
542,"Te mandaron al chorizo, puñal. url",0,1,0,0,0,0
543,@Andres71885443 @SancadillaNorte @lahinchadamx Con todas las historias que los rayados le han inventado a sinergia ya hubieran escrito un libro más famoso que las mil y una noches!! Lamentable!! Pero bueno se entiende si su líder es el jotito del sabalero 🤷🏻‍♂️,0,1,0,0,0,0
544,"@EstebanMqzG Que puto primero se burla de nuestro crack y luego llora cuando lo encaran 
#marica",0,1,0,0,0,0
545,¿Alguien sabe si el joto que le dijo a Karina que no sabia bailar ya comió?,0,1,0,0,0,0
546,Después de esperar tanto el tenis ahora tiene uno que oír las estupideces y comentarios innecesarios además de su voz de joto de @JoseLuisClerc #TENISxESPN #USOpen2020,0,1,0,0,0,0
547,"Cc tu crush de la primaria te habla como si fueran los mejores amigos del mundo, jajaja JOTO!!! ya ni me acordaba de tu existencia, no mms.",0,1,0,0,0,0
548,@rollercoaster64 @DonVocero @silvanoaureoles @lopezobrador_ Pide pruebas y se las llevan y se zurra. Así de maricon es.,0,1,0,0,0,0
549,@pollobv puto de mierda pero después de esto tu carrera 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👌 HDP,0,1,0,0,0,0
550,Había conocido gays y a ti 🤢.,0,1,0,0,0,0
551,Pinché sociedad jota. Ya ni aguantan nada alv,0,1,0,0,0,0
552,"""En este mundo todos somos brutos, unos más hombres y otros más putos"" #ElCallejónDeLosMilagros #FelizMiércoles url",0,1,0,0,0,0
553,Los vatos sacan el lado marica y las morras el lado sharmuta,0,1,0,0,0,0
554,Se escucha muy joto si digo que dentro de un año quiero que mi físico se parecerza al de Giancarlo Stanton? :v,0,1,0,0,0,0
555,"""el hijo del Santo, contra el pinche gringo puñal"" asì gritan aquí",0,1,0,0,0,0
556,"@marianadurazom @CrisRivera22 No sean maricas, vamos a comprar otro mejor para empezar a escribir historias. 😊",0,1,0,0,0,0
557,@luddano @DonPorfirioDiaz Me va a mandar fusilar por maricón.,0,1,0,0,0,0
558,"@ChicovelAlcocer @SergioSarmiento Preguntarle mejor al maricón de Miguel Ángel Mancera, el la término.",0,1,0,0,0,0
559,@juanistofelez Crei que nada superaría al de multa por marica 😏,0,1,0,0,0,0
560,"Es feo que a esa altura quieran taparle el ojo al macho y seguir de closeteros, neta a los dos se les veía el precio y pues ojalá y el despechado haya mandado a la verga al closetero o bi o quizá solo era culero.",0,1,1,0,0,0
561,"@fabian23ramos @DarachKMarti @FranPHolland Mi opinión del tema de actores/actrices trans es:
Cero broncas con que una persona Cis haga el papel de una persona trans pero entonces que dejen de joder y le den papeles Cis a gente trans (la inversa).",0,0,0,0,1,0
562,Cuando las lesbianas salen a comer quien paga la cuenta? #YoMisogino,1,0,0,0,0,0
563,"Venga y los maricones de Chivas se empiezan a caer, jueguen bien carajo y dejen de estar de putos",0,1,0,0,0,0
564,"Los hubieras abrazado, joto url",0,1,0,0,0,0
565,Otro joto obsesionado con su peso. Wurl,0,1,0,0,0,0
566,"@_TioGamboin Al menos los de acá de Oaxaca no nacemos tan mongoles y gays como un tal ""Gamboín"" te podemos hacer desde un ""taco al pastor"" (de trompo tienes el cuerpo) hasta darte tu ""sushi"" claro su- url 🌶 😂😂",0,1,0,0,0,0
567,¡Queeeeeee pinches tigres maricones!,0,1,0,0,0,0
568,"En este establecimiento no se discrimina aunque sean prietos, gordas, jotos, nacas, pobres, ñoños, putas, licenciados, etc. Primero la paz.",0,1,0,0,0,0
569,No cabe duda que yo me visto medio vato y el se viste super gay😂😂😂😂,0,1,0,0,0,0
570,@JORGE77933247 @EmmanuelJulian Las dos son de marica da igual 🤣😂🤣,0,1,0,0,0,0
571,"Lo que tienes de hablador, los tienes de PUTO",0,1,0,0,0,0
572,"@BeatrizGMuller Como siempre asnos maricas en primera fila, hasta parece que su frustración viene de familia. Y como siempre la señora en buen talante dando lo que a otros les molesta un consejo.",0,1,0,0,0,0
573,"Yo no metería al bote a la Loca, sino al hijueputa juez que lo dejó en libertad hace un mes.",0,1,0,0,1,0
574,Órale no que muchos huevos cabron. Salió bien puñal este guey url,0,1,0,0,0,0
575,"Por grito homófobo FIFA multa a México por más de dos millones de pesos url vía @regeneracionmx
Ya está bien de defender a los homosexuales que lo único a lo que nos van a conducir es a la destrucción de la familia, DEPRAVADOS basta de su protagonismo",0,1,0,0,0,0
576,"Vas al GYM. haces pesas, Sientes que tus brazos son los de @TheRock vez al espejo y un pendejo tomándose fotos pal' feis #selfie  #maricas",0,1,0,0,0,0
577,@dparamooficial Te hablan @ejimenezalvarez &gt; puto!,0,1,0,0,0,0
578,@EdgardBeltran @AlexBurruel1 no traen nada jotos,0,1,0,0,0,0
579,Yo le hacia el cambio de sexo gratis a #Daniel por maldito joto cobarde #YoNoCreoEnLosHombres,0,1,0,0,0,0
580,@Jackskinripper @CCancunenses No eres más joto por que no eres más alto. Tremendo puto¡,0,1,0,0,0,0
581,"Eso es lo mismo que decir: aquel que santifica la fiesta no está pecando y adentro de la casa tienen orgias y todo el pedo, no url Alguien que nace hombre o mujer en esencia siempre lo será, aquel que se enamora de un trans es gay a huevo, closetero pero lo es. url",0,0,0,1,0,0
582,"AMIGAS SOLTERONAS: Mejor den gracias a mi tocayín San Antonio porque no les ha dado un novio falso, panzón, borracho, closetero y pinche feo",0,1,0,0,0,0
583,Y el premio de los mellizos putos es url url,0,1,0,0,0,0
584,@JTrianaT @ElJuntapalabras Un 'puñal' mugroso,0,1,0,0,0,0
585,JAJAAJAJAJAAJAJAJAJAA estos jotos no le temen a dios url,0,1,0,0,0,0
586,"@jimenice Capitan America es un marica, que cambio a Tony por su amigo asesino",0,1,0,0,0,0
587,"Si fuera mujer, definitivamente sería url La mujeres son la perfección",0,0,0,0,1,0
588,"Que perro asco me da la afición regia, porque nadie le cerró el osico al puñetas que le está gritando desde atrás, así como queman a las morras de los packs que sacan hasta dirección y teléfono así quemen a ese marica y al de la cheve, ojo marica es un hombre sin huevos, no u gay url",0,1,0,0,0,0
589,"@celsoeibarra Aaaayy no,o sea si debe estar chida la actuación de este hombre pero no, ya me tienen hasta keke los trans",0,0,0,1,0,0
590,"Vecinos! Esta noche proyectaremos con @FESTIVALMIX el documental de @flavioflorencio para @ViceMexico: «Trans»! 8 pm, Callejón del 57! url",0,0,0,0,1,0
591,@joalej77 @SancadillaNorte jajaja tenian que ser jotos y amargo y tienes una foto de Rayados jajaja,0,1,0,0,0,0
592,"Si los transexuales no tuvieran su rostro tan tosco, serían mujeres perfectas, #SuperCuerpos",0,0,0,1,0,0
593,Los trolebuses del desgobierno de @EPN son idiotas. Uno se pone Valeria y dice que tiene pito O es travesti o tiene el clitoris desarrollado,0,0,0,1,0,0
594,"No puedes nacer homosexual, es una mentira.",0,1,0,0,0,0
595,Estupido marica mentiroso ignorante  @realDonaldTrump como confunde 911 una tragedia tan marcada para EU y #NewYork url,0,1,0,0,0,0
596,@Bren_Bau no seas marica.,0,1,0,0,0,0
597,"Pinches científicos pillos. Economizar el desarrollo de biocombustibles? nel, vamos a investigar cuáles animales suelen ser bisexuales, lol",0,0,1,0,1,0
598,Pero quién coño iría a ver a este asqueroso travesti pitudo maullar? 😷 url,0,0,0,1,0,0
599,ME ENCANTAN ESOS JOTOS QUE SE ARDE CABRON CUANDO LES DICES QUE NO QUIERES NADA CON ELLOS😂👏,0,1,0,0,0,0
600,"Lo siento, soy muy marica para el dolor )':",0,1,0,0,0,0
601,@Regia_Alexandra @Bere543210 Maricas Neoleoneses.. así como su Goberladron.. de a Apandejados.. url,0,1,0,0,0,0
602,"Vas a ir ?
Si vas a ir? 
Pero a url a tu mamy por maricon!",0,1,0,0,0,0
603,"Si Oswaldo Sánchez es nefasto, verlo berrear me genera náusea!!! #marica",0,1,0,0,0,0
604,@jessearan @GabrielaSuP @merthGar @Denissemg95 @barbiea92 Lesbianas tenían que ser🤷🏼‍♀️,1,0,0,0,0,0
605,"@florentinakane @HugoChappaloni @mexican_fifi Yo no tengo nada en contra de los homosexuales,lesbianas, travestis, transexuales etc, etc, para nada. Pero como ya hubo un caso, osea hay un antecedente ¿porqué tenemos que arriesgar a las mujeres o niñas a que vuelva a suceder?
Es mi opinión. Pero ""ojo"" no es ley. Cada quien.",1,1,0,1,0,0
606,"Siempre me da ganas de darle un chirulazo a esta mujer que parece travesti que siempre dice ""me brinca"" #LoQueLeHaceFaltaEsUnBuenBrinco",0,0,0,1,0,0
607,"-Mario es un puro maricon
-Ese puto maricon ya tiene disco de oro
TDFW 😎🤘🏼

-Ale🤘🏼 url",0,1,0,0,0,0
608,@LilveronicaR @marica_1029 my sueño hecho realidad. 😍 url,0,1,0,0,1,0
609,"@wero_30 @QueenP_2809 No le tespondas, por marica!!!",0,1,0,0,0,0
610,@thalia por que me bloqueaste de #Instagram acaso te dolió lo que dije de tus thalifan la lencha esa?? Respondeme,1,0,0,0,0,0
611,"ESTA MACHORRA  NO SABE QUE EL ÚNICO PAYASO ES BROZO...

Y ELLOS, SON SU BROZA...!!

... url",1,0,0,0,0,0
612,@justinbieber pinchi maricon me la chupas,0,1,0,0,0,0
613,#Entérate Descubren reproducción asexual de pez sierra url url,0,0,0,0,1,0
614,"la cancion mas marica que existe! 
""las mañanitas"" escrita por el rey David en uno de sus pasones de Opio! 
jajaja #FelizCumpleanosJuxxi",0,1,0,0,0,0
615,@navirri8 @DemonCerda @MARIOHDZRUIZ ps no somos jotos pero mejor vamos al cine que les parece??,0,1,0,0,1,0
616,"¡No te tocaron, pinche maricon!",0,1,0,0,0,0
617,"Hubiera sido una gran Civil War pero pinches Gringos maricas.
🙄 url",0,1,0,0,0,0
618,Puto pelon de mierda @LIGABancomerMX  los odio mueranse a la verga putos Chacón y ustedes putos corruptos a la mierda los odio,0,1,0,0,0,0
619,@joker_hl @GerardoAtayde8 Cero y van dos puñal.,0,1,0,0,0,0
620,Parezco puto Omi de duelo Xiaolin url,0,1,0,0,1,0
621,Pinches jotos #CivilWar #TeamIronMan #TeamStark url,0,1,0,0,0,0
622,"@s0fpi @rochaperiodista Oye si, ese niño ya es el escudo infantil oficial de la agresividad closetera de la dama. Así que ni se quejen de los malos tratos que le propina al morrillo que ya deberia de estar acostumbrado!",0,0,0,0,1,0
623,Se paso de url y putito. url,0,1,0,0,0,0
624,"@notasingleducks y para que nunca se te olvide, 10 champions, reyes de europa, sigue mandando fotos de tu pito, pinche joto.",0,1,0,0,0,0
625,@Edsondelagarza no lo había visto marica mayor jajaja,0,1,0,0,0,0
626,Para que hacer corajes no vale la pena hay mejores cosas que ver en la tele tengo cable y yo viendo pendejadas de  gays etcc😎👎#MeEnamoroSi,0,1,0,0,0,0
627,@adiccionrayados una big mac para gignac hay que cantarle eso para ostigar al joto ese!!,0,1,0,0,0,0
628,"@MiguelHerreraDT / espere que aceptes la ayuda del árbitro, maricon, pendejo",0,1,0,0,0,0
629,No mms pinche @neymarjr marica que te pico una hormiga o que,0,1,0,0,0,0
630,"Los rumores son ciertos; los maricas la chupan mejor que las mismas url #NadieMeLoContoYoLoVi url""",0,1,0,0,0,0
631,Jaja hay un vato hembra en mi carrera en la tarde que parece transexual. Dice que es mujer pero trae  paquete,0,0,0,1,0,0
632,"Me acabo de enamorar de un hombre y resulta que es lesbiana, juay Diosito me haces esto to me?",1,0,0,1,0,0
633,"No tengo nada en contra de los trans, pero me da mucha risa que enseñan todo. Si en realidad fueran mujeres quizá no se atreverían. 😂",0,0,0,1,0,0
634,@danieladurannb Mmmm pues se pasó de mariquita,0,1,0,0,0,0
635,A huevo jotos @ IMER url,0,1,0,0,0,0
636,"Hombres:
Voy a mirarla a los ojos para que crea que le pongo atención.

Mujeres:
¿Será que es marica? ¿Por qué no me mira las tetas?",0,1,0,0,0,0
637,"Ser tortillero me hace lesbiana?

Cco
@oliver_mx url",1,0,0,0,0,0
638,"El mismo concepto, si un travesti puede cambiar de género, entonces él tiene el derecho de cambiar de edad url",0,0,0,1,0,0
639,Los policías y los jotos.,0,1,0,0,0,0
640,Algo bueno que nos pongan a la Guardia Nacional en cada rincón del país es que por fin más maricones podrán cumplir su fantasía de coger con un militar 💅🏽,0,1,0,0,0,0
641,"—¿Alguna pregunta?
—Profe ¿Si un transexual protagoniza un video viral, es Lord o Lady? 
—De la clase, pendejo. 
—Ah no, ninguna.",0,0,0,1,0,0
642,Caminar por zona rosa y no ver gays es genial 👌🏼🌠,0,1,0,0,0,0
643,Me sacaron una muestra de sangre 🩸 en la tarde y mi brazo aun siente dolor. Soy tan pinché maricon para todo lo que implique agujas en mi cuerpo que me da harta risa cuan joto soy #inyeccion #muestradelaboratorio #sangre #MTY url,0,1,0,0,0,0
644,@callodehacha Maldito perro como ya no recibes tus 24 millones por eso estas mal ... lo bueno que ese dinero va al pueblo no a Maricones como tú,0,1,0,0,0,0
645,En un universo alterno @AlxnGxrcix es chairo y @dobbyloca no se volvió puñal.,0,1,0,0,0,0
646,"Se van al extremoooooo, hombres crop tops??? Piiiiinches maricas!",0,1,0,0,0,0
647,"@KMbappe @neymarjr Nel mi #Mbappe, que chingue a su madre el putito de 💩 de #Neymar, un #AigrecitoJuerte y se cae pinque mariquita de miércoles #ALV",0,1,0,0,0,0
648,"@MundoLGBTTTI @LGBT @Sexybootyshd @DiosasLesbianas Por mi se pueden morir, no tengo conveniente. @Gay_of_europa url",1,1,0,0,0,0
649,"@TakerMetal No, solo digo que yo comencé mi día a las 6 así que mi día ha estado chingon :v tu eres el puto que de cualquier cosa te gusta andar alegando xd",0,1,0,0,0,0
650,"@AlanThePrince @n_eslaquit usted, joto xdd",0,1,0,0,0,0
651,@miguela62853385 dile a ese amigo y tu  k se vayan ala verga de mi parte! tengan huevos de decírmelo en mi cara putos de mierda!!,0,1,0,0,0,0
652,@Ovalf_  eso me suena a marica. :v,0,1,0,0,0,0
653,@charlsjav Pinches jotos,0,1,0,0,0,0
654,"A Maluma jotito bebé, quién le dijo que canta en acústico?",0,1,0,0,0,0
655,"@lopezdoriga Maldito maricon , vergüenza de la naturaleza humana",0,1,0,0,0,0
656,"Mi hijo tiene tendencia homosexual ¿qué hago? url
●Padres &amp; Hermanos Paulinos● url",0,1,0,0,0,0
657,"Quiero escribir una SciFi donde un grupo de marketeros de los 80 descubre cómo hacer promoción subliminal SÚPER buena.

Pero a la par -y sin el internet- no hacen buen targeting, así que un chingo de niños los “programan” niñas, y viceversa.

Años después PUOM, gente trans.",0,0,0,1,0,0
658,@rubikbrain cuando te cases puto url,0,1,0,0,0,0
659,"Si ves un perro callejero  y a un gay mata primero al perro, el deber es primero y despues la diversion #ExterminenPerrosDeLaCalle",0,1,0,0,0,0
660,Llega un jotito a una taqueria le dice señor taquero meda un taco con chile nooo mejor sin taco y 5 por favor jojojojo 😋,0,1,0,0,0,0
661,Ya relajense mariquitas jotos putas wanna be y machorras ya fue el tema hace un chingo hahahaa,1,1,0,0,0,0
662,@EDER_INFO7 @CFCorrecaminos @EstadioMRG Que pinches maricones!!,0,1,0,0,0,0
663,"México, el país donde el más chingón es aquel que aguanta más tiempo pisteando, lo pinche intelectual es de maricones.",0,1,0,0,0,0
664,"Por que hay puros PUTOS ahí ? 
Por que lloran como señoritas los hombres ? 
Son puros puñales ?  url",0,1,0,0,0,0
665,@Ivanecia_ Se volvió transgénico y transgenero y ahora tuitea con el arroba de Lizmenita,0,0,0,1,0,0
666,Entiendan féminas BONITOS los putos !!!,0,1,0,0,0,0
667,@ContrapesoC @RicardoAlemanMx Un ojo de puta marikita.,0,1,0,0,0,0
668,"Your score : 67.101, Try again! I think you can do it well! url

Los reto pinches puñales: @samuelpi_ @markcups @santa_nero 
Saque 67, no sean tramposos y contesten que sacaron a la primera.",0,1,0,0,0,0
669,@wulfrano Pute compañurl,0,0,0,0,1,0
670,@Enea_Salgado @VelascoM_ Veeeerga y hay quien cree eso? Que este idiota maricon hizo algo bueno por Chiapas? Digo además de AMLO y sus 30 millones de idiotas,0,1,0,0,0,0
671,"@TeamMovAzul Ah pero primero estabas mame y mame ""este la la a romper "" ""excelente trabajo de la directiva "" coman caca igual ches putitos villamelones. 🙄",0,1,0,0,0,0
672,"@fernandeznorona Ahí si, me dijo mariquita, me dijo La vestida! Jajajajja jajajaja que nena eres! #quenenaeresnoroña",0,1,0,1,0,0
673,"Si vas directo al grano se ofenden, si es conversación normal te url nada les parece (y por la forma en responder es una travesti loca) 🤔 url",0,0,0,1,0,0
674,"@Sirena_Rock la cita no es ni marica ni de adolorido es una ""Obra Maestra"" :) jajajaja y ya sh.",0,1,0,0,0,0
675,"Maigo, igual y suena muy puñal pero te quiero un chingo 
Gracias por tu amistad
Fin del Curl 
👉🏻👉🏻👉🏻👉🏻 @Sorlak_15",0,1,0,0,0,0
676,"Siempre los cariñitos me han parecido para maricones, y ahora hablo contigo en diminutivo, con nombres de url",0,1,0,0,0,0
677,Si quieren que tome su opinión en cuenta procuren no ser unas locas que andan enseñando las nalgas en redes sociales. ¿Ven por qué la gente nadie respeta a la comunidad LGBT? Porque se comportan como unas prostitutas sacadas de Sodoma y Gomorra.,1,1,1,1,1,0
678,"@michohansen @Odin_Dupeyron ""Está muy gay tu ""Lago de@los Cisnes"", Tchaikovski, ¿no tienes algo más hetero por ahí?"" 🧐",0,1,0,0,0,0
679,"Si festejar un gol es provocar, ya ponte faldita maricon #FueraAxelDelUni . No tiene ni idea de lo que escribe url",0,1,0,0,0,0
680,"Eres gay u homosexual porque tienes muchos/varios hermanos, la próxima vez que te pregunten puedes decir que es a causa de tus hermanos 🙊 url",0,1,0,0,0,0
681,"""Qué marica, te lo debió de haber dicho de url Bueno, pero ni le das la oportunidad jaja."" 
—Onofre diciéndome mis verdades.",0,1,0,0,0,0
682,@Olbaid666 @Cristiano Esta medio gay tu pregunta jajaja pero si el cabello largo viene de moda dale micky,0,1,0,0,0,0
683,Qué asco el drag mexicano,0,0,0,1,1,0
684,“@imCarlitoo: No traten de ocultar que les gusta que le metan el pene por la cola. Eso es #SerPrincesoEs puro afeminado.”,0,1,0,0,0,0
685,"@teffyantonelita cada que alguien te discrimine, lencha, piensa que tú igual discriminas a todas las mujeres Trans que no veas ""ok"" TOMA TRH",1,0,0,1,0,0
686,Cuando tenga una obra contrataré albañiles negras lesbianas porque #EquidadDeGenero e #Incluyente. 👌🏾,1,0,0,0,0,0
687,"@edgaromarel @SoyDonParty @XoloElvis @Claudiashein @lopezobrador_ Aparte de joto con delirio de persecución, si te fuera a secuestrar van en comiendo y camionetas no en un taxi acompañado de una niña. Chairo estupido.",0,1,0,0,0,0
688,"@ManzanoDante @gilelihu Ese mariconcito todo rayado es el que dice que al Presidente lo apaleen? Chales, seguro no sale de antros gay, para después simular heterosexualidad. Sin bronca por lo LGBTTI, comunidad muy respetable, pero desde China y con neblina se le nota lo maricón, lo cobarde y lo alienado",0,1,0,0,0,0
689,"Hoy le dije a mi maestro que matara una cucaracha y no quiso, así de simple se hizo loco y no señores no la mato porque #Marica",0,1,0,0,0,0
690,@villanuevac Esa es lencha jajajaja,1,0,0,0,0,0
