Unnamed: 0,content,L,G,B,T,O,NR
211,no entiendo porque existen hombres tan maricones !! dios mioooooo! que. penita,0,1,0,0,0,0
12,este marica solo se quiere deslindar de sus promesas de campas. url,0,1,0,0,0,0
622,"@s0fpi @rochaperiodista oye si, ese niño ya es el escudo infantil oficial de la agresividad closetera de la dama. así que ni se quejen de los malos tratos que le propina al morrillo que ya deberia de estar acostumbrado!",0,0,0,0,1,0
774,@menfisgamer niño marica ven y chupame el pito y por si no sabes hay dentistas :v los yolotrolls son cabrones y te cierran el canal !!puto!!,0,1,0,0,0,0
299,@revistaproceso pinche joto!,0,1,0,0,0,0
552,"""en este mundo todos somos brutos, unos más hombres y otros más putos"" elcallejóndelosmilagros felizmiércoles url",0,1,0,0,0,0
558,"@chicovelalcocer @sergiosarmiento preguntarle mejor al maricón de miguel ángel mancera, el la término.",0,1,0,0,0,0
911,toño es joto,0,1,0,0,0,0
472,"hasta eso los hombres gays como que son mas esteticos y refinados, las lesbianas machines no url ya, saludos a la comunidad lgbt.",1,1,0,0,0,0
38,be gay implicata that nunca hay agujero equivocado. punto para los gays.,0,1,0,0,1,0
676,"siempre los cariñitos me han parecido para maricones, y ahora hablo contigo en diminutivo, con nombres de url",0,1,0,0,0,0
715,"-¿me da un 12 de tecate light? -¿no quiere unos tacones también, pinche marica?",0,1,0,0,0,0
753,eye @cristianfabre no will be drag queen's closet? espregunta eserio aunque loquesevenosepregunta,0,0,0,0,1,0
506,@tadeo0r no no !!! esq la marica de @eolarra salió con sus cosas a la mera hora y ya no pude hacerte invitación ! tqhija,0,1,0,0,0,0
946,a los únicos que yo voy a respetar su decisión y decir que es no binario son a los hermafroditas o sea en todo el mundo es menos del 1% el cual al día de hoy no he visto a ninguno confundido pidiendo que les reconozcan como no binario jaja,0,0,0,0,1,0
181,@asfixiada tienes una sobrina lenchita desde chiquita o tenía hambre nada más?,1,0,0,0,0,0
818,como me ultra cagan las comadres (chavo gay y amiga gorda) que vienen al gym a hacerse pendejas!!!!!! nadamas ocupan aparatos y pesas a lo estúpido porque nisiquiera hacen bien el ejercicio y se la pasan hable y hable. y se ponen solitos sus ejercicios hdsptm,0,1,0,0,0,0
683,qué asco el drag mexicano,0,0,0,1,1,0
561,@fabian23ramos @darachkmarti @franpholland mi opinión del tema de actores/actrices trans es: cero broncas con que una persona cis haga el papel de una persona trans pero ententes que dejen de joder y le den papes cis a gente trans (la inversa).,0,0,0,0,1,0
679,"si festejar un gol es provocar, ya ponte faldita maricon fueraaxeldeluni . no tiene ni idea de lo que escribe url",0,1,0,0,0,0
261,"pero leaves una cuando hablo de la gente trans especie que va a poner a prueba lo que es el identifiercarse humano. no es queja, me parece espectacular. estas cosas (performance sean, burla, o en sério)... son el futuro",0,0,0,1,1,0
273,"@dana_corres @ytzmaya @sof_j @laura_lecuona @la_go_mess hmmm te entiendo. reconocer diferencias implica luchar por terceros. solo, ¿como no aplica esto con mujeres indígenas? o trans-nacionales? ahora, como yo lo veo -digamos que desde lo personal- yo me estoy sumando a tu lucha. no negándola.",0,0,0,0,1,0
522,"@bachesdemexico @diazpol @alfredolecona @felipecalderon ¿son maricas? si, ¿son pareja? si rt",0,1,0,0,0,0
362,como que últimamente ando muy intolerante a la mirada lasciva de los pinches jotos aromperhocicos,0,1,0,0,0,0
237,"¿en qué momento @tinder permitió que el apartado de mujeres se llevará de homosexuales que fingen ser mujeres? y todavía cobran por verlos. estás fracasando, @tinder.",0,1,0,0,0,0
605,"@florentinakane @hugochappaloni @mexican_fi yo no tengo nada en contra de los homos,lesbianas, travestis, transsexuals etc, etc., para nada. pero como ya hubo un caso, osea hay un antecedent ¿porqué tenemos que arriesgar a las mujeres o niñas a que vulva a sucker? es mi opinión. pero ""ojo"" no eley. cada qui",1,1,0,1,0,0
596,@bren_bau no seas marica.,0,1,0,0,0,0
2,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 vaya puñurl🤣🤣🤣🤣🤣🤣🤣🤣🤣 url,0,1,0,0,1,0
6,"@youaremycheese eres bien puto. no aguantas nada, mañaana habrá mezcal y del chido de oaxaca.",0,1,0,0,0,0
370,@omarmtzc99 maricon,0,1,0,0,0,0
311,jajajajaja k marica que me bloqueas por wa @esteban_gv97 no aguantas nada😂😂😂😂😂,0,1,0,0,0,0
231,"@mario__tag @freddier nono. curso profesional de eco drag race car. * studentes por los millones, s'crowdsource un nuevo tesla *",0,0,0,0,1,0
817,@elmorfeus por eso luego salen jotos y travestís los chamacos!!,0,1,0,1,0,0
798,esto está más montado que el pitó de una drag url,0,0,0,1,0,0
731,creí que era anahí pero sólo resultó ser un trans. url,0,0,0,1,0,0
1062,"digo, the idea no es satanizar ningún modo ser mujer. ningún modo es más correcto. solo me sorprende lo común que es la vieja trans sexuada. url",0,0,0,1,0,0
215,@esmeraldav30 @majomendivil cálmese lesbiana frustrada,1,0,0,0,0,0
528,@puig_ricardo es un meme. maricon,0,1,0,0,0,0
812,"ya mejor me duermo, no vaya a ser que se me incentive el instinto suicida/darks/marica.",0,1,0,0,0,0
27,"quieren un mundo sinhomofobia pues que desaparezcan los jotos, maricones, putos, gays, lesbianas, machorras, tortilleras y demás sinónimos",1,1,0,0,1,0
900,@dr_sombrerudo @yoshertramos jajajajajaja y porque un nombre de travesti??? yoshert ya lo tenía tampoco cuenta,0,0,0,1,0,0
861,you papás saben that juegas has bisexual internet?,0,0,1,0,0,0
677,si quieren que tome su opinión en cuenta procuren no ser unas locas que andan enseñando las nalgas en redes sociales. ¿ven por qué la gente nadie respeta a la comunidad lgbt? porque se comportan como unas prostitutas sacadas de sodoma y gomorra.,1,1,1,1,1,0
889,@legalmenteperra @dashoboy osea eso que son dos maricones mejor hm,0,1,0,0,0,0
941,@hirjira seh. es que me súper entendieron mal. yo hablaba de la ciencia. esta. en particular: url pero estas mujeres se agarraron del ese ophelio es un hombre misógino. y pos ya. fue chistoso el como lo interpretaron.,0,0,0,0,1,0
585,jajaajajajaajajajajaa estos jotos no le temen a dios url,0,1,0,0,0,0
589,"@celsoeibarra aaaayy no,o sea si debe estar chida la actuación de este hombre pero, ya me tienen hasta keke los trans",0,0,0,1,0,0
754,"vamos dinamarca, ya empieza la marica de cr7 a ser caras que no hace gol jajajajajajajajaja :) al carajo portugueses",0,1,0,0,0,0
256,"@grantocin0 por fin se te quito lo puto, celebro.",0,1,0,0,0,0
25,@luisa_vox este tipejo es homosexual. se odia èl mismo.,0,1,0,0,0,0
336,pinche estupido marica wey quítate del aparato alv 😑,0,1,0,0,0,0
47,@aleecvzs es que sí eres bien marica.,0,1,0,0,0,0
106,"neta no me sorprende, pero qué hueva con los gueis. un vato bien parecido-mamado pone cosas que al chile no dan nada de gracia y los jotos de ""juhjugujugjug te pazas"". url",0,1,0,0,0,0
966,el trompudo infeliz tromp. a todos los mexicanos nos tiene😠 enfadado pues que le debemos a este pendejo racista ocicon y pendejo idiota joto,0,1,0,0,0,0
55,"mariquita mariquita, como niña siempre gritas",0,1,0,0,0,0
628,"@miguelherreradt / espere que aceptes la ayuda del árbitro, maricon, pendejo",0,1,0,0,0,0
213,y señor marica @aesquinca @marthadebayle,0,1,0,0,0,0
120,"@pabluix1123 ahhh ademas de chairo, mdejo y mayate ??? si reúnes mucho, eh ???",0,1,0,0,0,0
864,@aiex_doe @pinchebigjuan @tigresoficial @thehomedepotmx @dulcegmontoya jajaja que joto!,0,1,0,0,0,0
974,@fulanitoarteaga o sea que es un wey qué le gusta recibir y que no es obvio o afeminado. qué eso no lo sabes tú maricón?,0,1,0,0,0,0
72,"@alanponce_29 @nora_ruvalcaba @roycampos @pgr_mx @twittersupport @rickdjmx @emarthaaide @ileana_mex @sofimenem @carlostorresf_ @manuelvegacln @carmen_olvera @ysenger @magdagraciasfch @amyce2 no manches. eso es de maricones. tirar a alguien de una silla de ruedas es no tener madre. pero a qué no lo hacen en un mitin, porque les va como al ruso ese que madr earon por prepotente",0,1,0,0,0,0
879,@foro_tv y más si los priistas devuelven todo lo que se robaron empezando por la rata mayor epn y el joto de mancera,0,1,0,0,0,0
45,@rusozamogilny antes les decían la margaritas del atlas hoy son las mariquitas limosna puntos!!!,0,1,0,0,0,0
947,@el_produ @loculobo @chivas yo no apuesto con jotos no pagan,0,1,0,0,0,0
523,"transitan echándote las luces largas segun tienen prisa,te rebasan a lo menso y adelante los alcanzas en el semáforo, tan mas mariquitas",0,1,0,0,0,0
673,"si vas directo al grano se ofenden, si es conversación normal te url nada les parece (y por la forma en responder es una travesti loca) 🤔 url",0,0,0,1,0,0
668,"your score : 67.101, try again! i think you can do it well! url los reto pinches puñales: @samuelpi_ @markcups @santa_nero saque 67, no sean tramposos y contesten que sacaron a la primera.",0,1,0,0,0,0
617,hubiera sido una gran civil war pero pinches gringos maricas. 🙄 url,0,1,0,0,0,0
533,chale ya me estaré haciendo maricon. están las rolas de paulina rubio en el trabajo y las estoy cantando ya solo me falta bailarlas. en fin yonosoyesamujer @paulinarubio,0,1,0,0,0,0
465,"el waze es para mariquitas, un verdadero macho alfa lomo plateado barba cerrada nalga torneada, se mete por donde su instinto animal le dice",0,1,0,0,0,0
634,@danieladurannb mmmm pues se pasó de mariquita,0,1,0,0,0,0
207,"muero de risa cuando platico con un tipo que ser bisexuale, activo súper discreeto, pero jamás ha tenido novia y sus ex son pura jota",0,0,1,0,0,0
838,"que muy machin no? ah muy machin no? marica nena, mas bien putin no? que muy machin no? ah muy machin no? marica nena, mas bien putin no? que muy machin no? ah muy machin no? marica nena, mas bien putin no? que muy machin no? ah muy machin no? url",0,1,0,0,0,0
60,la jota cajera casi me avienta el dinero cuando le dije que no quería redondear. 😂,1,1,0,0,0,0
92,"qué jotos pero en fin, me caen bien jaja 😂 url",0,1,0,0,0,0
543,@andres71885443 @sancadillanorte @lahinchadamx con todas las historias que los rayados le han inventado a sinergia ya hubieran escrito un libro más famoso que las mil y una noches!! lamentable!! pero bueno se entiende si su líder es el jotito del sabalero 🤷🏻‍♂️,0,1,0,0,0,0
194,"si muchas vestidas agregadas has de tener, mayate has de ser",0,1,0,0,0,0
280,@juliandlg11 aplican el 69 o que? ches jotos,0,1,0,0,0,0
359,"“cualquier actor o actriz puede hacer cualquier papel”, ustedes trans como molestan. ya los veo si hubieran propuesto a halle berry para ser el próximo batman.",0,0,0,1,0,0
519,@fernandeznorona por mi arráncatela viejo joto,0,1,0,0,0,0
384,if ya sabemos que te pones en cuatro por una chela y aquí viens a tuitear que te haces la difícil. jota ridícula.,1,1,0,0,0,0
598,pero quién coño iría a ver a este asqueroso travesti pitudo maullar? 😷 url,0,0,0,1,0,0
182,"aaah, viejillo mañurl puñal, diría yo url",0,1,0,0,0,0
110,"amigos y luego había una lesbiana más lesbiana que karla garcía(te amo karla), así sin chichis y mega machorra omg pensé que era hombre",1,0,0,0,0,0
852,seré breve: pinches americanistas maricas.,0,1,0,0,0,0
712,que feo es ver a madres de gays en reforma :(,0,1,0,0,0,0
204,¿saben como fue que sheinbaum desapareció el cuerpo de granaderos? exacto. los volvió bisexuales. mafia gay.,0,1,1,0,0,0
638,"el mismo concepto, si un travesti puede cambiar de género, entonces él tiene el derecho de cambiar de edad url",0,0,0,1,0,0
946,a los únicos que yo voy a respetar su decisión y decir que es no binario son a los hermafroditas o sea en todo el mundo es menos del 1% el cual al día de hoy no he visto a ninguno confindido pidiendo que les reconozcan como no binario jaja,0,0,0,0,1,0
545,¿alguien sabe si el joto que le dijo a karina que no sabia bailar ya comió?,0,1,0,0,0,0
777,puto el que lo lea :v,0,1,0,0,0,0
695,cuando los amigos jotos de tu novio te quieren matar con la mirada.,0,1,0,0,0,0
661,ya relajense mariquitas jotos putas wanna be y machorras ya fue el tema hace un chingo hahahaa,1,1,0,0,0,0
81,"o mejor ""todos"", q including femenino, masculine, transgenero, homosexual, bisexual y lo q esta semana aggregates corrección política. url",0,0,0,0,1,0
183,"oigan ¿no les parece que vladimir putin es joto? ya ven que dicen, soltero maduro, mary kong seguro.",0,1,0,0,0,0
137,mariquita sin calzones ! url,0,1,0,0,0,0
759,"@cabron_bisexual vamos a jugar un poco quien se anota, feliz sábado a todos quien llenará este vacío en mi url url",0,0,0,0,1,0
80,todos tenemos ese amigo que dice ser gay únicamente para sabrosear a sus amigas 😂😂 bien ahí campeón,0,1,0,0,0,0
1066,@erik__ra no uso desodorante ni artículos homosexuales yo huelo a hombre,0,1,0,0,0,0
959,@_michellesamano el niño parece doña cincuentona lesbian del sur.,1,0,0,0,0,0
541,"mi compa es bien marica, pero está curado el vato. 😂😂",0,1,0,0,0,0
575,"por grito homófobo fifa multa a méxico por más de dos millones de pesos url vía @regeneracionmx ya está bien de defender a los homosexuales que lo único a lo que nos van a conducir es a la destrucción de la familia, depravados basta de su protagonismo",0,1,0,0,0,0
480,"@exatlonmx @antonio_rosique por mariquita, un capitán y campeón mundial, no se comporta así, puyol le podría enseñar modales",0,1,0,0,0,0
165,"lo que siento por esta bola de inútiles homosexuales no se compara con nada, uno de los viajes que mas he disfrutado en la vida. los amo perros!!! en coralina daylight club url",0,1,0,0,0,0
248,@_nxlsxn @caracoldiaz es tatiana el joto. parece que no la conoces encuerada.,0,1,0,0,0,0
307,nunca había visto a tanto maricon reunido.,0,1,0,0,0,0
788,"@lalo_looney ps harto chisme con la lechugona esa, que ya sacó el cobre y q pura mamada eso d q era chida",1,0,0,0,0,0
919,@amairaniortega no los bebés son una bendición y tienen derecho a vivir cierra tus piernas lesbiana solo profanas el odio a dios te vas a ir al infierno satanas es tu pastor que culpa tiene ese angelito de tu calentura te hubiera gustado que te abortaran? maldita estupida sologenerasodio muerete,1,0,0,0,0,0
334,@rigodelarosa_ a que le tira pare si usted es bien joto quiere con otro,0,1,0,0,0,0
97,"desde cuando puto se hizo sinónimo de gay, joto, puñetas, marica, bombillo, manocaida? no sean hipócritas @fifacom puto es puto y ya.",0,1,0,0,0,0
591,@joalej77 @sancadillanorte jajaja tenian que ser jotos y amargo y tienes una foto de rayados jajaja,0,1,0,0,0,0
809,"y el gay de la voz méxico tenía que ser jarocho, aquí se pega eso como la gripa y el que no es gay es mayate, claro habemos excepciones 💁💁",0,1,0,0,0,0
1008,"@ezetowers @_anagantios_ yo también, literal tiene lo peor de los dos lados de los jotos las tóxicas quesque de masculinas que no mandan cara y las jotillas liosas, y lo peor ni cogen jajaja",0,1,0,0,0,0
912,"""dejen de tuitear sobre el partido, ya empezó gaim of trons"" - un pendejo mariquita.",0,1,0,0,0,0
828,saquen a ese marica y que salga @qotsa,0,1,0,0,0,0
436,@albertochavezv marchaputas heterosexuals para todos y trato especial para los que todavía están indesisos y se queden en el camino machin,0,0,0,0,1,0
982,"la verdad ricky es el mejor amigo hombre que todos deberían tener, yo lo quiero mucho. (que bueno que no tiene twitter porque luego me da un putazo por joto) ♥️",0,1,0,0,0,0
531,@_itzelarizpe pero pues is good. no? aclaro que lesbiana de las bonitas. de las que salen en las porno y así. no de las de tacubaya,1,0,0,0,0,0
302,"@valndin esos que te dijeron eso son gay, los hombres no rajamos y diles que digo yo. url",0,1,0,0,0,0
27,"quieren un mundo sinhomofobia pues que desaparezcan los jotos, maricones, putos, gays, lesbians, macahorras, tortilleras y demás sinónimos",1,1,0,0,1,0
388,"@zangavii @zangavii será gay solo así se entiende su accionar de por sí tienen fama de maricones, no piensa le gana la emoción",0,1,0,0,0,0
235,@evidegaray @sofiariverat que linda tu abuelita gay @evidegaray eres puñal url,0,1,0,0,0,0
979,@cartoncalderon @garcimonero es url la dimos por cierta todos url pues de ese nivel esta la trans de cuarta,0,0,0,1,0,0
858,solo paso a decir que muchos de estos países vivieron (y viven) bajo una fuerte influencia socialista y de “izquierda”. así que cuando viene un joto a decir que la “derecha” le quita sus derechos reír es inevitable. url,0,1,0,0,0,0
305,@vicentefoxque @centrofox marica de mierda.,0,1,0,0,0,0
930,fin de los primeros 45 minutos expulsan al chaco como siempre de maricones los del américa y mas el puto mayor paul aguilar que raro o ono?,0,1,0,0,0,0
1065,ando de mariquita oyendo música romáurl saben quien soy ahora ?,0,1,0,0,0,0
249,@coincamx @jackskinripper @robertito_bravo tu te vas a pescar con tus mayates a mar adentro para que nadie vea tus depravaciónes. tremendo homosexual.,0,1,0,0,0,0
914,@sussizambar no sea joto 😒,0,1,0,0,0,0
830,"psst, solo the quiero spoilerear the platica que esto organizando (idea de @shaflores) para cpmx7: ciencia trans. url",0,0,0,0,1,0
71,"@benemeritosgc fanaticos y mariquitas es lo que son todos ustedes y además son capaces, seguro, de organizar un golpe. vigilar a estos enfermizos:@policia @guardiacivil @zoidoji",0,1,0,0,0,0
94,@josecap97 porque la vida te odia joto,0,1,0,0,0,0
993,"si se dan cuenta que le están subiendo el ego a un joto tapado, verdad?",0,1,0,0,0,0
33,@oficial_aaadave @margarita_ramss @tonyelpatron97 calmate afeminado,0,1,0,0,0,0
525,"@nullkir nononono, the ley trans código penalty 2017 as you los quedas.. pero en forma de aretes",0,0,0,1,1,0
448,"una de las cosas más vale verga y jotas del mundo es decirle tipa a una mujer. mejor dile puta, suena menos mal. si lo haces, homie: url",0,1,0,0,1,0
445,@soyecchi @mayatitos 🤤🤤quiero.,0,1,0,0,1,0
994,@barbaradurango @amelia_waldorf desafortunadamente la mayoría de las personas proyectamos nuestros traumas y carencias en alguien más y eso no está para nada cool y súmale que los gay tienen complejo de regina george. 🤷🏽‍♀️,0,1,0,0,0,0
701,"‎-hijo, ¿de dónde vienes tan sudado? -estaba jugando fútbol, papá. -¡¿crees que soy pendejo?! ¡estabas en tu clase de zumba, pinche maricón!",0,1,0,0,0,0
1030,@dddoubletrouble ¿cuando van a subir vídeo? par de maricones 😇,0,1,0,0,0,0
77,@poqkeeet porque eres un vato 🙄 puta lencha,1,0,0,0,0,0
84,@realmarosilva no hay nada que me de mas disgusto que ver a una persona trans que pasa escondiendo ser trans. como si .. que.,0,0,0,1,0,0
1006,"@j_almeyda10 @alvaritomorales te va bloquear, no creo con esos comentarios tan maricones.",0,1,0,0,0,0
82,nos cooperamos para hacerle una restauración? a ese @clarketo ? pero de culo que seguro es lo que busca arreglarse el closetero del clark. su bautizo fue de 🥛 que se acuerde y regresa al buen camino 😂😂😂😂 url,0,1,0,0,0,0
457,"señor @eliabito le sienta bien la televisión, debería ser conductor de tv, nomas hable con más huevos que se escucha como joto jajaja",0,1,0,0,0,0
771,vato marica metiendose con una url lordcafe a ver si la raza saca quien es. url,0,1,0,0,0,0
520,acabé una temporada de rupaul's drag race en 2 días. no regrets.,0,0,0,0,1,0
436,@albertochavezv marchaheterosexual putas para todos y trato especial para los que todavía están indesisos y se queden en el camino machin,0,0,0,0,1,0
704,@abraham_mel ni das nada maricon!!!,0,1,0,0,0,0
1050,chillo como mariquita :( thewalkingdead twdseason8 twd url,0,1,0,0,0,0
404,que marica me pareces. 😝,0,1,0,0,0,0
291,ya casi are junio y tu sigues de puta elgorgojodemorena,0,0,0,0,1,0
727,@javieraquino7 chinga tu madre puto,0,1,0,0,0,0
857,@fer_gay tienes más entradas que la defensa del américa (la cuando se empie a quedar pelón),0,0,0,0,1,0
104,mal momento para que el puto taquero ponga hotel california 😂😂😂,0,1,0,0,0,0
609,"@wero_30 @queenp_2809 no le tespondas, por marica!!!",0,1,0,0,0,0
400,"lomásleídodelai » envían a ""las machorras"" al cereso url",1,0,0,0,0,0
593,los trolebuses del desgobierno de @epn son idiotas. uno se pone valeria y as soon as you pite pito o es transvesti o tiene el clitoris desarrollado,0,0,0,1,0,0
62,"buena noche: deporte, desestres, cena, amigos, maricas que cuidan la línea jajaja ches jotos. a descansar se a dicho",0,1,0,0,0,0
281,@_angelalcala @amealegarza oh rayos! ya vino el joto,0,1,0,0,0,0
792,"en época de hitler no se decía ""eres gay"" y, sí ""eres un joto"" al campo de concentración @undiaparticular @edithgonzalezmx @dgomezcasanova url",0,1,0,0,0,0
238,como me caga cr7. es un jugador único. pero toda su excelencia se opaca por toda la estupidez que hace. es un maricón.,0,1,0,0,0,0
223,"@jlozanoa @mfbeltrones a puras pinches cacas felicitas. dios los cría y ellos se juntan. el borracho con el borracho, el drogo con el drogo, el joto con el joto, la machorra con la machorra. y lozano con beltrones.",1,1,0,0,0,0
145,manny pacquiao: “ homosexuales son peores que los animales” url,0,1,0,0,0,0
677,so quieren que tome su opinión en cuenta procuren no ser unas locas que andan sensenñando las nalgas en redes sociales. ¿ven por que la gente nadie respeta a la comunidad lgbt? porque se comportan como unas prostitutiontas sacadas de sodoma y gomorra.,1,1,1,1,1,0
373,"@anahi eres un asco de persona. ya que eres la muñequita del homosexual pendejo ese, mínimo haz algo por el estado que te alimenta. ¡zorra!",0,1,0,0,0,0
118,soy el más marica cuando veo una cucaracha !!!! 😖 asca diug,0,1,0,0,0,0
661,ya relajense mariquitas jotos putas wants to be y macahorras ya fue el tema hace un chingo hahahaa,1,1,0,0,0,0
250,"ya parecen transformers esas madres, y ciertamente soy pobre url",0,0,0,1,0,0
859,@gamborimbo76 @elpinchejuan4 @gorillaman06 @cero3801 @solophombres @cexychics @bootyandmuscles @tittyfucker411 @georgelb66 @alonesantanagar @isabellaslut20 @burdubai12 @alexpress24 @toganuncio @pe100369 @divx3 @maskarita4 @saulin10801 @pelon_73 @elchicarcas6 @bo,0,0,0,0,1,0
9,ay! que pinche marica me saliste.,0,1,0,0,0,0
449,‘ por fin saliste de tu escondite mariquita @ericksolana url vía @youtube,0,1,0,0,0,0
255,@sancareforma chinga tu perra madre jotito,0,1,0,0,0,0
593,los trolebuses del desgobierno de @epn son idiotas. uno se pone valeria y dice que tiene pito o es travesti o tiene el clitoris desarrollado,0,0,0,1,0,0
389,no es no pinche maricon. url,0,1,0,0,0,0
468,@betitodiaz1 sí es transvesti? jajajaja broma,0,0,0,1,0,0
1054,@leftkist @realanthonyusa si fueras hombre te agarro a madrazos @realanthonyusa . así que mejor te madreo a puras cachetadas. puñal,0,1,0,0,0,0
557,@luddano @donporfiriodiaz me va a mandar fusilar por maricón.,0,1,0,0,0,0
460,"@alejand53455108 @philpage30 @chumeltorres ahí lo dice claramente, aparte de joto,mitomano? url",0,1,0,0,0,0
615,@navirri8 @demoncerda @mariohdzruiz ps no somos jotos pero mejor vamos al cine que les parece??,0,1,0,0,1,0
144,"tengo familiares gay, trans y lesbianas a los que amo muchísimo. pero ellos tienen sus propios concursos, miss universo si debería ser solo para mujeres. url",1,1,0,1,1,0
501,"@eggman1979 te iba a decir algo de tú mamá pero mejor te digo que jiménez es puñal, cuahumello es analfabeto, lainez es un inflado que no sirve para nada y ochoa es una mamada de portero, creo que te ofende más (y sigue sin ser el 1% 😂😂)",0,1,0,0,0,0
631,jaja hay a vato hembra in mi carrera late as transsexual parece. dice que es mujer pero trae packagee,0,0,0,1,0,0
539,por puñal @canelo. url,0,1,0,0,0,0
177,"me ree encabrona que los hombres se enojen con las niñas por pendejadas, y hasta groceros url y luego nos tachan de dramáurl maduren putos!!",0,1,0,0,0,0
883,jajajajajaja see me enterando that the alcoholica will close me acaba de decir jajajajajaja me see enterando that los ejecutivos de @imagentvmex et ardida esa mujer!!,1,0,0,0,0,0
893,"@ianemanuel92 alv wey, que maricon te estás volviendo. 🤦‍♂️🤦‍♂️",0,1,0,0,0,0
899,"@goliveros qué pena @goliveros, de verdad que pena no cumplir con el esterotipo del hombre homosexual elegebetero, ideologizado, unicorn, transgenerizado que quedabien, que pidón por ser hombre, con el que tanto empatizas, pero como dice la canción, ""no soy monedita de oro"".",0,1,0,1,0,0
1043,"@edith_gdi jajaja no sufras. no pasa nada, el punto es una prenda. hay chicas que les encanta travestirse de hombres (se llaman lesbianas)",1,0,0,1,0,0
1048,@niurkamarcostv creo que used viene de una relación gay o lesbica verdad o es extraterrestre pero confinda el amor como used dés con una cogida. los hijos sagrados y used no tiene carácter social ni etico ni morale solo es su vana expresión queda shows. por 1ra vez contigo @_ponchodenigris,1,1,0,0,0,0
7,que asco mi vida santa que asco corazón santo. mi tl está lleno de jotos haciendo ejercicio poooooooooog,0,1,0,0,0,0
667,@contrapesoc @ricardoalemanmx un ojo de puta marikita.,0,1,0,0,0,0
482,y hombres trans al baño de mujeres. url,0,0,0,1,0,0
357,"putas maricas no los pueden tocar porque ya les quebraron el puto pie, puro pinché drama",0,1,0,0,0,0
329,"@arielurosas @nuxsilva ayuññ. pos es que me dicen: oph, send nerdez trans. y yo de.. “ahora aplico mi carta arirosas y su poder” * música yugioh *",0,0,0,1,1,0
848,@luis_acashore jajaja! cállate que eres el menos indicado en hablar!!pero ya veo que eres un maricon que le encanta pelar con viejas,0,1,0,0,0,0
1003,que trapeada le dieron a la mojarra lesbiana 😂 url,1,0,0,0,0,0
665,@ivanecia_ se volvió transgénico y transgenero y ahora tuitea con el aroba de lizmenita,0,0,0,1,0,0
258,"mis felicitaciones por este medio a los dos putos de la 4 shit @antonioattolini y @gibranrr no son gays pero ,si se los siguen cogiendo , si se pueden hacer ! url",0,1,0,0,0,0
1035,"""@almaculera: los hombres dicen ""sólo fue sexo"" para no verse tan maricas. las mujeres dicen ""fue por amor"" para no verse tan putas.""",0,1,0,0,0,0
372,"@chivochelero @stark_spiderman @emmanuel_42 con esa cara de imbecil deberías de pensártela dos veces antes de tirar carrilla we, no mms, estás igualito al periodista puñal, un gordo con lentes. aparte esa tes humilde no te deja wilo puto",0,1,0,0,0,0
962,@serchiracheta que maricon,0,1,0,0,0,0
720,jueguen pinches jotos que para ser campeón le tienes que ganar a todos,0,1,0,0,0,0
1002,a ruben se le va a quitar lo mentiroso cuando se le quite lo homosexual o sea n-u-n-c-a,0,1,0,0,0,0
525,"@nullkir nononono, la ley trans código penal 2017 dice que te los quedas.. pero en forma de aretes",0,0,0,1,1,0
984,"jajaja ... espero que tú también aguantes y te rías cuando los epítetos lanzados a las mujeres por el simple hecho de serlo te toquen a ti: “maricón”, “mal cogido”, “histérico”, “menopáusico”, “visceral”, “ninguna verga te acomoda”, “pinche viejo”, “estridente”, “brujo” y más. url",0,1,0,0,0,0
788,"@lalo_looney ps harto chisme con la lechugona esa, que ya sacó el cobre y q pura mamada eso d q era chida",1,0,0,0,0,0
906,esta el joto que siempre se me queda viendo 🤦🏻‍♂️,0,1,0,0,0,0
770,por qué no le dicen a esta lesbiana que callada se verada mejor nadie le pidio su perra opinion y antes de hablar que se lave el hocico con agua bend la señora verónica castro es una gran dama y una gran mujer.,1,0,0,0,0,0
440,@entron82 ¿putito te refieres a mi?,0,1,0,0,0,0
531,@_itzelarizpe pero pues esta bien. no? aclaro que lesbiana de las bonitas. de las que salen en las porno y así. no de las de tacubaya,1,0,0,0,0,0
881,"dicaprio le va a ganar al puto que de hizo la jarocha, rumboaloscar",0,1,0,0,0,0
226,@brendaplancarte jajajajajaja puto wilo,0,1,0,0,1,0
52,rarito negro idiota,0,1,0,0,1,0
228,en una boda gay ¿les avientan arroz con popote?,0,1,0,0,0,0
270,@tsngirls @brittanya187187 @travel4tg @girlyshemales @sexybeast742 @sexytgirls69 @shemalepro @mytsvideo @shemalelusty @ts_lolita @nenastranscom @b_tranny2 @tannylove @tgirl69love @blacktgirltube @tscamstars @brazil_trans @blacktgirlsinfo @godivatgirl,0,0,0,0,1,0
212,@danielalepe_p mariquita,0,1,0,0,0,0
79,@mscharlottewwe tu padre es pendejos tu pendeja marica,0,1,0,0,0,0
148,"ya cortate el pelo, gay! @ mexicali, baja california url",0,1,0,0,0,0
710,@bta_demian @alejand21539915 un hombre y un maricón.,0,1,0,0,0,0
671,"@teammovazul ah pero primero estabas mame y mame ""este la la a romper "" ""excelente trabajo de la directiva "" coman caca igual ches putitos villamelones. 🙄",0,1,0,0,0,0
1013,aveces me cagan lo jotos nms,0,1,0,0,0,0
